IncidentKey,Offense,Latitude,Longitude,Cluster,Score,Hour,Minute,Day,Month,Year
301,Assault Simple,38.052826,-78.498797,9,49.76487094809882,01,07,04,02,2023
302,Vandalism,38.040359,-78.500108,20,43.053130952674415,16,41,03,02,2023
303,Larceny - Theft from Building,38.059631,-78.493202,2,39.37584991792697,13,21,03,02,2023
304,Larceny - Theft from Building,38.059631,-78.493202,2,39.37584991792697,13,04,03,02,2023
305,Larceny - Theft from Building,38.0275478,-78.49957265,3,75.22153496527822,12,25,03,02,2023
306,Misc - Criminal Call,38.03040590909091,-78.47779809090909,53,52.3367096449612,23,11,03,02,2023
307,Sex Offense - Forcible Rape,38.0170647,-78.4984524,31,44.31340579927393,23,08,03,02,2023
308,Shots Fired/Illegal Hunting,38.034065,-78.493871,69,42.53101394594943,22,10,03,02,2023
309,Assault Aggravated,38.0283583,-78.48569112912396,52,45.32394487827058,22,09,03,02,2023
310,Larceny - Theft from Building,38.03078815,-78.4878788010196,49,30.87146939593639,21,31,03,02,2023
311,Larceny - From Motor Vehicle,38.057975600000006,-78.49398353428293,59,34.60385394870243,21,22,03,02,2023
312,Death Investigation - DOA,38.046443,-78.461974,18,37.972949770904734,16,21,02,02,2023
313,Hit and Run,38.014199,-78.500077,10,65.22756754965607,09,41,02,02,2023
314,Hit and Run,38.025282986752494,-78.49938566711666,3,75.22153496527822,08,00,02,02,2023
315,Driving Under the Influence,38.03513775,-78.46280689628591,22,39.00350229189195,01,53,02,02,2023
316,Hit and Run,38.045845,-78.49100858066538,71,58.93245205863366,14,05,01,02,2023
317,Disorderly Conduct,38.03040590909091,-78.47779809090909,53,52.3367096449612,10,37,01,02,2023
318,Larceny - From Motor Vehicle,38.017579,-78.496797,31,44.31340579927393,05,10,01,02,2023
319,Shots Fired/Illegal Hunting,38.042653,-78.487175,23,38.770147977846136,23,54,01,02,2023
320,Assault Intimidation,38.029354,-78.491726,34,38.724456410567214,21,03,01,02,2023
321,Misc - Criminal Call,38.029354,-78.491726,34,38.724456410567214,19,02,01,02,2023
322,Stalking,38.029706,-78.478355,4,52.85000143483159,14,25,31,01,2023
323,Assault Simple,38.028973,-78.50054,3,75.22153496527822,14,00,31,01,2023
324,Larceny - Theft from Building,38.057975600000006,-78.49398353428293,59,34.60385394870243,12,04,31,01,2023
325,Larceny - Theft from Building,38.02892,-78.473328,15,32.843055466806334,11,24,31,01,2023
326,Assault Simple,38.057094,-78.498339,54,65.84474103374922,11,11,31,01,2023
327,Assault Simple,38.01872815,-78.48301747756221,8,44.41680250776333,09,03,31,01,2023
328,Shots Fired/Illegal Hunting,38.026935,-78.502032,3,75.22153496527822,23,09,31,01,2023
329,Larceny - Theft from Building,38.03930146752215,-78.49223115883518,46,35.66715143579057,20,56,31,01,2023
330,Disorderly Conduct,38.055399,-78.501326,28,46.8032828919381,17,47,30,01,2023
331,Larceny - From Motor Vehicle,38.05768605,-78.4913460269631,48,69.98581893263282,16,56,30,01,2023
332,Hit and Run,38.03355625,-78.46509786640794,13,69.67529530397307,16,12,30,01,2023
333,Death Investigation - DOA,38.025984,-78.46970609491589,15,32.843055466806334,10,12,30,01,2023
334,Hit and Run,38.01967785,-78.488418955,67,38.63972356627127,08,19,30,01,2023
335,Assault Simple,38.058634,-78.494008,59,34.60385394870243,01,21,30,01,2023
336,Motor Vehicle Theft,38.0281241,-78.50777855098642,62,45.73416393480868,23,14,30,01,2023
337,Harassment,38.058209,-78.468951,55,50.0606587004906,21,07,30,01,2023
338,Hit and Run,38.058893,-78.493795,2,39.37584991792697,15,02,29,01,2023
339,Hit and Run,38.01802,-78.481275,68,54.91661978556045,12,51,29,01,2023
340,Assault Simple,38.059568,-78.487167,30,19.8975963534891,04,08,29,01,2023
341,Larceny - All Other,38.0347214,-78.48624175489866,61,49.74280668117561,11,37,28,01,2023
342,Larceny - Theft from Building,38.055399,-78.501326,28,46.8032828919381,10,30,28,01,2023
343,Burglary,38.0281241,-78.50777855098642,62,45.73416393480868,10,29,28,01,2023
344,Harassment,38.058209,-78.468951,55,50.0606587004906,09,34,28,01,2023
345,Harassment,38.054529,-78.472988,11,90.23196915419308,08,04,28,01,2023
346,Larceny - Theft from Building,38.034043,-78.499815,42,38.79853973946922,18,21,27,01,2023
347,Larceny - From Motor Vehicle,38.031655,-78.490994,12,46.783024077951374,15,24,27,01,2023
348,Larceny - Theft from Building,38.0351591,-78.49955485330321,26,64.77464829275686,14,00,27,01,2023
349,Burglary,38.01559255,-78.50619635861551,37,49.77464829275686,13,40,27,01,2023
350,Vandalism,38.03829535,-78.48661829999999,7,37.73303578736149,12,25,27,01,2023
351,Weapons Violations,38.0263148,-78.497062996041,3,75.22153496527822,11,54,27,01,2023
352,Hit and Run,38.040617,-78.476983,21,47.91308112764411,10,00,27,01,2023
353,Larceny - From Motor Vehicle,38.062221,-78.487102,60,61.94979049816666,06,44,27,01,2023
354,Vandalism,38.062221,-78.487102,60,61.94979049816666,05,46,27,01,2023
355,Larceny - All Other,38.01807855,-78.47714817428414,38,53.36492015215822,20,38,27,01,2023
356,Assault Simple,38.032911,-78.496616,35,48.97695789545851,18,38,26,01,2023
357,Hit and Run,38.02923935,-78.51315016386039,27,54.24586610170847,17,35,26,01,2023
358,Disorderly Conduct,38.034043,-78.499815,42,38.79853973946922,15,26,26,01,2023
359,Vandalism,38.03479055,-78.49893864723941,26,64.77464829275686,10,03,26,01,2023
360,Hit and Run,38.026555,-78.510288,51,37.33494429775271,19,49,26,01,2023
361,Vandalism,38.014199,-78.500077,10,65.22756754965607,15,51,25,01,2023
362,Harassment,38.018515,-78.482324,8,44.41680250776333,10,38,25,01,2023
363,Larceny - From Motor Vehicle,38.0316444,-78.481579,74,59.85796743051306,22,38,25,01,2023
364,Assault Simple,38.020606,-78.514341,5,59.07676890468994,17,07,24,01,2023
365,Hit and Run,38.033925,-78.4942,69,42.53101394594943,16,38,24,01,2023
366,Hit and Run,38.0272458,-78.472382,15,32.843055466806334,12,00,24,01,2023
367,Assault Aggravated,38.0274651,-78.48499660922111,52,45.32394487827058,00,43,24,01,2023
368,Motor Vehicle Theft,38.014199,-78.500077,10,65.22756754965607,22,44,24,01,2023
369,Assault Aggravated,38.024994,-78.480673,63,50.39321091367852,22,03,24,01,2023
370,Vandalism,38.058893,-78.493795,2,39.37584991792697,20,14,24,01,2023
371,Motor Vehicle Theft,38.0179021,-78.4883117908343,67,38.63972356627127,19,51,24,01,2023
372,Harassment,38.055399,-78.501326,28,46.8032828919381,16,21,23,01,2023
373,Larceny - From Motor Vehicle,38.01897705,-78.47030288527577,24,55.29618666837476,09,57,23,01,2023
374,Vandalism,38.039131,-78.481495,44,45.06626583083122,08,17,23,01,2023
375,Driving Under the Influence,38.030465,-78.477989,53,52.3367096449612,00,48,23,01,2023
376,Robbery - Armed,38.0261147,-78.51344684376176,27,54.24586610170847,18,45,22,01,2023
377,Hit and Run,38.02339208551315,-78.46159282473263,65,47.01735473027565,15,57,22,01,2023
378,Sex Offense - Forcible Sodomy,38.0325265,-78.4950696,35,48.97695789545851,04,27,22,01,2023
379,Drug Investigation,38.01653565,-78.47615115015444,38,53.36492015215822,01,51,22,01,2023
380,Drug Investigation,38.0154884,-78.47288030874314,66,48.77801712174125,16,25,21,01,2023
381,Assault Aggravated,38.02655,-78.493803,25,25.121827859853088,13,43,21,01,2023
382,Assault Aggravated,38.057862,-78.488322,30,19.8975963534891,12,49,20,01,2023
383,Hit and Run,38.041133,-78.498564,20,43.053130952674415,12,31,20,01,2023
384,Larceny - Theft from Building,38.036761,-78.475057,39,24.03629965254518,11,42,20,01,2023
385,Vandalism,38.0386032,-78.4868737,7,37.73303578736149,10,57,20,01,2023
386,Larceny - Of Veh Parts/Access,38.034848,-78.482196,44,45.06626583083122,10,37,20,01,2023
387,Vandalism,38.0386032,-78.4868737,7,37.73303578736149,07,39,20,01,2023
388,Larceny - From Motor Vehicle,38.05768605,-78.4913460269631,48,69.98581893263282,06,47,20,01,2023
389,Burglary,38.0414801,-78.49870231374112,20,43.053130952674415,04,09,20,01,2023
390,Larceny - Theft from Building,38.03173675,-78.50743915094593,16,39.77468682452661,17,56,19,01,2023
391,Hit and Run,38.036392,-78.499236,26,64.77464829275686,15,46,19,01,2023
392,Larceny - Theft from Building,38.02656925,-78.47261230161486,15,32.843055466806334,15,35,19,01,2023
393,Harassment,38.035357,-78.500768,42,38.79853973946922,12,00,19,01,2023
394,Larceny - From Motor Vehicle,38.0478095,-78.5042525,32,45.93131473300872,11,11,19,01,2023
395,Larceny - From Motor Vehicle,38.03003045,-78.49472004715474,35,48.97695789545851,10,23,19,01,2023
396,Larceny - Of Veh Parts/Access,38.024153,-78.489933,41,20.68551264739651,10,16,19,01,2023
397,Larceny - All Other,38.0154884,-78.47288030874314,66,48.77801712174125,08,08,19,01,2023
398,Harassment,38.02965766891593,-78.49275330206476,34,38.724456410567214,07,36,19,01,2023
399,Larceny - From Motor Vehicle,38.0478095,-78.5042525,32,45.93131473300872,07,14,19,01,2023
400,Assault Simple,38.036392,-78.499236,26,64.77464829275686,19,57,19,01,2023
401,Hit and Run,38.014199,-78.500077,10,65.22756754965607,19,38,19,01,2023
402,Vandalism,38.029344,-78.490277,34,38.724456410567214,18,00,18,01,2023
403,Assault Aggravated,38.02463865,-78.49439386969078,73,38.7509570575753,17,46,18,01,2023
404,Larceny - From Motor Vehicle,38.021684,-78.456175,17,29.072941627763235,15,51,18,01,2023
405,Vandalism,38.0224238,-78.51902657679796,40,37.642267026734494,14,32,18,01,2023
406,Larceny - Of Veh Parts/Access,38.02793175,-78.48622948225879,52,45.32394487827058,09,53,18,01,2023
407,Larceny - Of Veh Parts/Access,38.02709505,-78.48669751502052,52,45.32394487827058,21,43,18,01,2023
408,Assault Simple,38.0341542,-78.49650649453747,35,48.97695789545851,17,45,17,01,2023
409,Larceny - Theft from Building,38.036151,-78.498368,26,64.77464829275686,16,40,17,01,2023
410,Larceny - Theft from Building,38.059631,-78.493202,2,39.37584991792697,16,10,17,01,2023
411,Larceny - Theft from Building,38.0300863,-78.4792865,4,52.85000143483159,14,27,17,01,2023
412,Assault Simple,38.069419,-78.471639,36,65.3166203900966,14,23,17,01,2023
413,Larceny - From Motor Vehicle,38.028181,-78.47209,15,32.843055466806334,13,58,17,01,2023
414,Misc - Criminal Call,38.031964,-78.466894,13,69.67529530397307,09,03,17,01,2023
415,Driving Under the Influence,38.03513775,-78.46280689628591,22,39.00350229189195,23,03,17,01,2023
416,Larceny - Theft from Building,38.036151,-78.498368,26,64.77464829275686,22,32,17,01,2023
417,Larceny - Theft from Building,38.03078815,-78.4878788010196,49,30.87146939593639,20,29,17,01,2023
418,Larceny - Theft from Building,38.03078815,-78.4878788010196,49,30.87146939593639,19,50,17,01,2023
419,Larceny - Theft from Building,38.036151,-78.498368,26,64.77464829275686,15,32,16,01,2023
420,Harassment,38.04114252544242,-78.49524627963031,46,35.66715143579057,14,33,16,01,2023
421,Shots Fired/Illegal Hunting,38.02392535,-78.4552835738471,17,29.072941627763235,12,49,16,01,2023
422,Harassment,38.0222558,-78.4885689,41,20.68551264739651,12,19,16,01,2023
423,Larceny - All Other,38.029472,-78.485487,14,41.372439510586304,10,16,16,01,2023
424,Larceny - Theft from Building,38.041812,-78.500282,20,43.053130952674415,09,56,16,01,2023
425,Death Investigation - DOA,38.029249,-78.509059,62,45.73416393480868,08,48,16,01,2023
426,Robbery - Armed,38.05916055,-78.49483468803578,59,34.60385394870243,20,42,16,01,2023
427,Burglary,38.04022295,-78.49594230035517,46,35.66715143579057,20,34,16,01,2023
428,Disorderly Conduct,38.0299348,-78.4800205968188,4,52.85000143483159,16,19,15,01,2023
429,Disorderly Conduct,38.057975600000006,-78.49398353428293,59,34.60385394870243,14,41,15,01,2023
430,Larceny - All Other,38.0309749,-78.48848215321397,49,30.87146939593639,13,29,15,01,2023
431,Larceny - Theft from Building,38.030686,-78.4816569,74,59.85796743051306,12,09,15,01,2023
432,Vandalism,38.046443,-78.461974,18,37.972949770904734,19,46,15,01,2023
433,Disorderly Conduct,38.0154884,-78.47288030874314,66,48.77801712174125,16,10,14,01,2023
434,Motor Vehicle Theft,38.025322,-78.501501,3,75.22153496527822,15,34,14,01,2023
435,Larceny - All Other,38.021684,-78.456175,17,29.072941627763235,14,27,14,01,2023
436,Larceny - Of Veh Parts/Access,38.023857208410426,-78.45816524386545,17,29.072941627763235,13,50,14,01,2023
437,Hit and Run,38.035565,-78.491015,43,44.74497089752567,12,16,14,01,2023
438,Larceny - From Motor Vehicle,38.025282986752494,-78.49938566711666,3,75.22153496527822,22,56,14,01,2023
439,Hit and Run,38.046407,-78.504478,32,45.93131473300872,21,39,14,01,2023
440,Harassment,38.014928,-78.51068106039705,33,50.36761315266413,17,07,13,01,2023
441,Larceny - From Motor Vehicle,38.0312077,-78.4763172,53,52.3367096449612,15,08,13,01,2023
442,Misc - Criminal Call,38.0302401,-78.4769865,53,52.3367096449612,12,08,13,01,2023
443,Larceny - Theft from Building,38.0341542,-78.49650649453747,35,48.97695789545851,12,07,13,01,2023
444,Burglary,38.04704,-78.483107,45,32.897064416738985,11,49,13,01,2023
445,Larceny - Theft from Building,38.041492,-78.509825,29,84.06378865780026,10,51,13,01,2023
446,Larceny - From Motor Vehicle,38.015456,-78.504249,37,49.77464829275686,09,17,13,01,2023
447,Assault Simple,38.047953,-78.503611,32,45.93131473300872,23,02,13,01,2023
448,Hit and Run,38.015241,-78.504407,37,49.77464829275686,16,53,12,01,2023
449,Weapons Violations,38.0246134,-78.49539710758707,73,38.7509570575753,16,37,12,01,2023
450,Assault Simple,38.0346851,-78.4879596240066,43,44.74497089752567,11,15,12,01,2023
451,Hit and Run,38.029994,-78.495827,35,48.97695789545851,09,11,12,01,2023
452,Larceny - From Motor Vehicle,38.013842,-78.470382,47,41.87722755522033,16,59,11,01,2023
453,Vandalism,38.038589,-78.466648,50,55.730580811826,08,53,11,01,2023
454,Larceny - Theft from Building,38.02715,-78.486838,52,45.32394487827058,20,50,11,01,2023
455,Driving Under the Influence,38.03849115,-78.47779838360958,21,47.91308112764411,17,33,10,01,2023
456,Hit and Run,38.0299348,-78.4800205968188,4,52.85000143483159,15,31,10,01,2023
457,Assault Simple,38.052558,-78.472869,11,90.23196915419308,15,03,10,01,2023
458,Assault Intimidation,38.031624,-78.480997,74,59.85796743051306,08,57,10,01,2023
459,Assault Intimidation,38.0263148,-78.497062996041,3,75.22153496527822,08,48,10,01,2023
460,Hit and Run,38.022322,-78.469527,64,65.59648365868483,00,24,10,01,2023
461,Larceny - From Motor Vehicle,38.031655,-78.490994,12,46.783024077951374,22,55,10,01,2023
462,Hit and Run,38.032802,-78.496112,35,48.97695789545851,17,32,09,01,2023
463,Drug Investigation,38.05768605,-78.4913460269631,48,69.98581893263282,16,54,09,01,2023
464,Harassment,38.015241,-78.504407,37,49.77464829275686,16,31,09,01,2023
465,Larceny - All Other,38.0300863,-78.4792865,4,52.85000143483159,16,21,09,01,2023
466,Larceny - Theft from Building,38.02709505,-78.48669751502052,52,45.32394487827058,14,25,09,01,2023
467,Larceny - All Other,38.01498,-78.503589,37,49.77464829275686,12,40,09,01,2023
468,Larceny - Theft from Building,38.037312,-78.46384080534591,22,39.00350229189195,12,16,09,01,2023
469,Stolen Property Offenses,38.04928448376431,-78.50304978534088,32,45.93131473300872,12,05,09,01,2023
470,Assault Simple,38.022322,-78.469527,64,65.59648365868483,09,54,09,01,2023
471,Larceny - Theft from Building,38.02715,-78.486838,52,45.32394487827058,09,36,09,01,2023
472,Larceny - Theft from Building,38.02715,-78.486838,52,45.32394487827058,09,23,09,01,2023
473,Larceny - From Motor Vehicle,38.01506775,-78.47130725816925,47,41.87722755522033,09,07,09,01,2023
474,Burglary,38.04243975,-78.48430179983185,72,42.043546705922445,06,04,09,01,2023
475,Hit and Run,38.0186708,-78.51296756637343,5,59.07676890468994,22,13,09,01,2023
476,Homicide-murder/non-negligent,38.025438,-78.476084,63,50.39321091367852,13,40,08,01,2023
477,Vandalism,38.05768605,-78.4913460269631,48,69.98581893263282,10,52,08,01,2023
478,Larceny - Theft from Building,38.0174368,-78.4985093,31,44.31340579927393,21,29,08,01,2023
479,Larceny - All Other,38.0182708,-78.49837494070529,31,44.31340579927393,21,19,08,01,2023
480,Death Investigation - DOA,38.05916055,-78.49483468803578,59,34.60385394870243,21,08,08,01,2023
481,Vandalism,38.02487095,-78.47124854641325,15,32.843055466806334,15,41,07,01,2023
482,Misc - Criminal Call,38.033716,-78.485286,61,49.74280668117561,15,15,07,01,2023
483,Burglary,38.014199,-78.500077,10,65.22756754965607,08,48,07,01,2023
484,Driving Under the Influence,38.05040823582498,-78.50185610842892,56,74.54929658551373,23,20,07,01,2023
485,Larceny - Theft from Building,38.0182708,-78.49837494070529,31,44.31340579927393,18,06,06,01,2023
486,Assault Intimidation,38.02392535,-78.4552835738471,17,29.072941627763235,17,18,06,01,2023
487,Larceny - Theft from Building,38.0301866,-78.49108039206348,34,38.724456410567214,16,28,06,01,2023
488,Larceny - All Other,38.037955,-78.490256,43,44.74497089752567,11,36,06,01,2023
489,Larceny - From Motor Vehicle,38.027746050000005,-78.48163094032049,4,52.85000143483159,10,28,06,01,2023
490,Shots Fired/Illegal Hunting,38.0612546,-78.49803514131514,54,65.84474103374922,19,33,06,01,2023
491,Larceny - Theft from Building,38.0332645,-78.4812828,74,59.85796743051306,11,30,05,01,2023
492,Hit and Run,38.03261011316929,-78.48449144968406,61,49.74280668117561,21,04,05,01,2023
493,Hit and Run,38.051672,-78.499994,9,49.76487094809882,15,43,04,01,2023
494,Assault Simple,38.03136905,-78.48196482421798,74,59.85796743051306,13,03,04,01,2023
495,Vandalism,38.0591756,-78.4892853,30,19.8975963534891,12,21,04,01,2023
496,Larceny - Theft from Building,38.0182694,-78.4995795,31,44.31340579927393,11,26,04,01,2023
497,Larceny - From Motor Vehicle,38.041814,-78.494135,46,35.66715143579057,11,17,04,01,2023
498,Vandalism,38.062221,-78.487102,60,61.94979049816666,10,47,04,01,2023
499,Larceny - Of Veh Parts/Access,38.0364561,-78.48879814333009,43,44.74497089752567,09,55,04,01,2023
500,Larceny - From Motor Vehicle,38.03215994999999,-78.49440921047182,35,48.97695789545851,09,08,04,01,2023
501,Disorderly Conduct,38.0177451,-78.46981302037882,24,55.29618666837476,08,06,04,01,2023
502,Larceny - From Motor Vehicle,38.0478095,-78.5042525,32,45.93131473300872,07,53,04,01,2023
503,Vandalism,38.062221,-78.487102,60,61.94979049816666,07,06,04,01,2023
504,Larceny - From Motor Vehicle,38.062221,-78.487102,60,61.94979049816666,06,42,04,01,2023
505,Hit and Run,38.059631,-78.493202,2,39.37584991792697,1,,04,01,2023
506,Larceny - All Other,38.030629,-78.481467,74,59.85796743051306,12,10,03,01,2023
507,Harassment,38.031173,-78.480289,74,59.85796743051306,11,25,03,01,2023
508,Burglary,38.015953,-78.474779,66,48.77801712174125,07,53,03,01,2023
509,Assault Simple,38.022322,-78.469527,64,65.59648365868483,02,59,03,01,2023
510,Assault Simple,38.0389241,-78.48681954126344,7,37.73303578736149,3,,03,01,2023
511,Larceny - All Other,38.026437,-78.467244,64,65.59648365868483,17,07,02,01,2023
512,Hit and Run,38.025224,-78.495724,73,38.7509570575753,16,41,02,01,2023
513,Larceny - From Motor Vehicle,38.01674815,-78.51623935325524,5,59.07676890468994,10,07,02,01,2023
514,Hit and Run,38.029599,-78.468018,13,69.67529530397307,12,49,01,01,2023
515,Vandalism,38.0253552,-78.4978295,3,75.22153496527822,12,00,01,01,2023
516,Hit and Run,38.038589,-78.466648,50,55.730580811826,07,04,01,01,2023
517,Disorderly Conduct,38.03040590909091,-78.47779809090909,53,52.3367096449612,05,35,01,01,2023
518,Assault Simple,38.0341542,-78.49650649453747,35,48.97695789545851,00,24,01,01,2023
